Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
59.166.0.4-149.171.126.4-62532-16682-6,59.166.0.4,62532,149.171.126.4,16682,6,17/02/2015 10:54:05 PM,18150,36,33,454.0,14936.0,66.0,0.0,12.611111111111112,21.474606635715823,1300.0,0.0,452.6060606060606,593.5094744080512,847933.8842975207,3801.652892561984,266.9117647058824,703.3914375981495,4797.0,0.0,12991.0,371.1714285714286,697.6688699525301,3006.0,0.0,17608.0,550.25,1070.314515126429,5085.0,0.0,0,0,0,0,1160,1064,1983.4710743801647,1818.1818181818185,0.0,1300.0,219.8571428571429,461.1029714831157,212615.950310559,1,4,0,34,67,0,0,0,0.0,223.0434782608696,12.61111111111111,452.6060606060606,0,0,0,15390,34,915417,0,0,0,0,5792,14480,12,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
59.166.0.9-149.171.126.9-18375-62929-6,59.166.0.9,18375,149.171.126.9,62929,6,18/02/2015 01:22:29 AM,315,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9523.809523809525,157.5,217.08178182427008,311.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,32,64,3174.6031746031745,6349.206349206349,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,24616,14480,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
175.45.176.0-149.171.126.13-9588-445-6,175.45.176.0,9588,149.171.126.13,445,6,18/02/2015 03:41:45 AM,1981694,9,9,628.0,796.0,166.0,0.0,69.77777777777777,82.99062865435135,236.0,0.0,88.44444444444444,108.0961506149862,718.5771365306651,9.083137961764026,116570.23529411762,215929.0341852877,880434.0,2.0,1980731.0,247591.375,431708.8499536092,1264315.0,9.0,1904630.0,238078.75,325794.59260782704,880434.0,2.0,0,0,0,0,212,196,4.541568980882013,4.541568980882013,0.0,236.0,74.94736842105263,93.11729382535086,8670.830409356724,2,4,0,0,16,0,0,0,1.0,79.11111111111111,69.77777777777777,88.44444444444444,0,0,0,1128,6,3330,0,0,0,0,16383,16383,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
175.45.176.0-149.171.126.17-19112-111-17,175.45.176.0,19112,149.171.126.17,111,17,22/01/2015 08:42:33 AM,7,2,0,112.0,0.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,16000000.0,285714.28571428574,7.0,0.0,7.0,7.0,7.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0,285714.28571428574,0.0,56.0,56.0,56.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,84.0,56.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reconnaissance
59.166.0.5-149.171.126.4-64594-21-6,59.166.0.5,64594,149.171.126.4,21,6,18/02/2015 03:12:14 AM,306,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9803.921568627453,153.0,214.96046148071045,305.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,32,64,3267.97385620915,6535.9477124183,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26064,20272,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
59.166.0.8-149.171.126.1-31643-6881-6,59.166.0.8,31643,149.171.126.1,6881,6,18/02/2015 02:24:39 AM,17532,14,15,700.0,700.0,277.0,0.0,49.99999999999999,99.13316607162618,277.0,0.0,46.66666666666666,96.39551461606104,79853.98129135296,1654.1181838923112,626.1428571428572,1256.497681366911,4856.0,1.0,17197.0,1322.8461538461545,2121.205468837388,5472.0,1.0,17068.0,1219.142857142857,2285.897159579981,7650.0,1.0,0,0,0,0,456,488,798.5398129135295,855.5783709787817,0.0,277.0,46.66666666666666,94.7189429888211,8971.67816091954,1,4,0,12,27,0,0,0,1.0,48.27586206896552,50.0,46.66666666666666,0,0,0,1400,12,118243,0,0,0,0,5792,10136,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
59.166.0.3-149.171.126.7-35530-80-6,59.166.0.3,35530,149.171.126.7,80,6,18/02/2015 04:49:39 AM,387,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7751.937984496125,193.5,269.4076836320746,384.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,32,64,2583.9793281653747,5167.958656330749,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,11584,8688,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
59.166.0.4-149.171.126.7-2411-52494-6,59.166.0.4,2411,149.171.126.7,52494,6,22/01/2015 04:18:26 PM,324,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9259.25925925926,162.0,222.03152929257595,319.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0,0,0,0,32,64,3086.4197530864194,6172.839506172839,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,28960,14480,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
59.166.0.3-149.171.126.4-19781-80-6,59.166.0.3,19781,149.171.126.4,80,6,22/01/2015 11:46:00 AM,357,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8403.361344537814,178.5,248.19448019647817,354.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,32,64,2801.1204481792715,5602.240896358543,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,11584,8688,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
59.166.0.5-149.171.126.9-12808-39168-6,59.166.0.5,12808,149.171.126.9,39168,6,17/02/2015 10:16:40 PM,370,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8108.108108108108,185.0,258.8010819142764,368.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,32,64,2702.702702702703,5405.405405405406,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,20272,14480,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
59.166.0.5-149.171.126.8-12042-21-6,59.166.0.5,12042,149.171.126.8,21,6,22/01/2015 09:34:06 AM,387218,50,51,222.0,926.0,22.0,0.0,4.44,6.658307684726639,54.0,0.0,18.15686274509805,20.225105734230027,2964.738209484063,260.8349818448522,3872.18,20683.319646605,185610.0,1.0,375822.0,7669.836734693878,30827.98031776959,196845.0,1.0,386662.0,7733.240000000001,39080.19297811272,276037.0,1.0,0,0,0,0,1608,1640,129.12622863606546,131.7087532087868,0.0,54.0,11.254901960784316,16.501836846158184,272.31061929722387,1,4,0,48,99,0,0,0,1.0,11.366336633663366,4.44,18.15686274509804,0,0,0,1148,48,2975,0,0,0,0,5792,20272,20,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
59.166.0.3-149.171.126.0-23952-59896-6,59.166.0.3,23952,149.171.126.0,59896,6,22/01/2015 04:37:39 PM,51407,38,39,454.0,21324.0,66.0,0.0,11.947368421052634,21.08021663617728,1316.0,0.0,546.7692307692307,638.561065848689,423638.8040539226,1497.8504872877234,676.4078947368422,1558.454150134092,6651.0,1.0,44400.0,1200.0,1987.8918341912984,5707.0,1.0,50896.0,1339.3684210526317,2218.584847478749,6985.0,1.0,0,0,0,0,1224,1256,739.198941778357,758.6515455093664,0.0,1316.0,279.20512820512823,523.4194850938942,273967.95737595734,1,4,0,38,75,0,0,0,1.0,282.83116883116884,11.947368421052632,546.7692307692307,0,0,0,21778,38,482198,0,0,0,0,5792,14480,12,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
59.166.0.5-149.171.126.0-36521-53-17,59.166.0.5,36521,149.171.126.0,53,17,22/01/2015 07:26:13 PM,1074,2,2,90.0,122.0,45.0,45.0,45.0,0.0,61.0,61.0,61.0,0.0,197392.92364990688,3724.3947858472993,358.0,606.2252056785497,1058.0,5.0,11.0,11.0,0.0,11.0,11.0,5.0,5.0,0.0,5.0,5.0,0,0,0,0,16,16,1862.1973929236497,1862.1973929236497,45.0,61.0,51.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,64.25,45.0,61.0,0,0,0,212,4,197392,0,0,0,0,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
59.166.0.1-149.171.126.2-48431-80-6,59.166.0.1,48431,149.171.126.2,80,6,17/02/2015 10:35:52 PM,353,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8498.583569405098,176.5,248.19448019647817,352.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,32,64,2832.8611898017,5665.7223796034,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,11584,8688,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
59.166.0.1-149.171.126.5-60952-6881-6,59.166.0.1,60952,149.171.126.5,6881,6,18/02/2015 04:50:40 AM,2303210,62,103,836.0,108548.0,277.0,0.0,13.483870967741936,50.21192528182591,1448.0,0.0,1053.864077669903,613.1964955283971,47491.97858640767,71.63914710339048,14043.963414634152,169567.35498551582,2172228.0,1.0,2303129.0,37756.21311475407,277942.8583393904,2172859.0,1.0,2302755.0,22576.02941176469,215004.96325297945,2172633.0,1.0,0,0,0,0,1992,3304,26.918952244910365,44.72019485848012,0.0,1448.0,658.9397590361444,699.9370248624334,489911.8387732748,1,4,0,60,163,0,0,0,1.0,662.9333333333333,13.483870967741936,1053.8640776699028,0,0,0,54692,50,840368,62,836,103,108548,5792,15928,14,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
59.166.0.2-149.171.126.8-14292-80-6,59.166.0.2,14292,149.171.126.8,80,6,22/01/2015 06:19:31 PM,1008503,12,15,948.0,9224.0,241.0,0.0,79.0,116.7156607081734,1448.0,0.0,614.9333333333334,676.0667197280233,10086.236729092529,26.772354668255826,38788.57692307692,196161.1001629371,1000544.0,2.0,1004835.0,91348.63636363638,301547.1934640655,1000544.0,2.0,1007996.0,71999.71428571429,267613.2901472768,1001791.0,2.0,0,0,0,0,392,488,11.898824297002587,14.873530371253237,0.0,1448.0,363.28571428571433,564.3898611278514,318535.91534391535,1,4,0,10,25,0,0,0,1.0,376.7407407407408,79.0,614.9333333333333,0,0,0,5086,6,1583437,12,948,15,9224,5792,8688,4,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
59.166.0.3-149.171.126.4-39623-7936-6,59.166.0.3,39623,149.171.126.4,7936,6,18/02/2015 06:07:55 AM,101421,82,83,486.0,77798.0,66.0,0.0,5.926829268292686,16.26082202818231,1300.0,0.0,937.3253012048194,573.3630380277688,771871.7030989637,1626.8820066850062,618.4207317073169,1593.1312301180262,11686.0,1.0,100425.0,1239.8148148148152,2286.242939360945,11951.0,1.0,100826.0,1229.5853658536587,2291.571809221835,11964.0,1.0,0,0,0,0,2632,2664,808.5110578677001,818.3709488173062,0.0,1300.0,471.5903614457832,617.8430522712615,381730.0372398687,1,4,0,82,163,0,0,0,1.0,474.4484848484848,5.926829268292683,937.3253012048192,0,0,0,78284,82,782394,0,0,0,0,5792,14480,12,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
59.166.0.2-149.171.126.4-22693-36003-6,59.166.0.2,22693,149.171.126.4,36003,6,18/02/2015 02:13:23 AM,309,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9708.737864077671,154.5,215.667568261897,307.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,32,64,3236.245954692557,6472.491909385114,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,27512,14480,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
59.166.0.7-149.171.126.4-19635-6881-6,59.166.0.7,19635,149.171.126.4,6881,6,18/02/2015 06:11:14 AM,327,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9174.311926605506,163.5,228.39549032325485,325.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,32,64,3058.1039755351685,6116.207951070337,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,10136,10136,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
59.166.0.1-149.171.126.8-49825-25-6,59.166.0.1,49825,149.171.126.8,25,6,22/01/2015 05:43:06 PM,363,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8264.462809917355,181.5,249.60869375885127,358.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0,0,0,0,32,64,2754.8209366391184,5509.641873278237,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,15928,30408,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
59.166.0.2-149.171.126.1-47393-54130-6,59.166.0.2,47393,149.171.126.1,54130,6,22/01/2015 03:56:45 PM,285375,24,25,2784.0,1512.0,704.0,0.0,116.0,195.6038587687303,192.0,0.0,60.48,76.15177826770254,15053.876478318003,171.70389837932547,5945.3125,14163.128194786916,74631.0,1.0,210035.0,9131.95652173913,13235.602938075295,34400.0,1.0,284859.0,11869.125,18665.30831647077,74631.0,2.0,0,0,0,0,776,808,84.09986859395532,87.60402978537013,0.0,704.0,85.92,147.3892306314218,21723.58530612245,1,4,0,24,47,0,0,0,1.0,87.6734693877551,116.0,60.48,0,0,0,4296,24,15116,0,0,0,0,5792,14480,12,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
59.166.0.9-149.171.126.5-3815-21-6,59.166.0.9,3815,149.171.126.5,21,6,18/02/2015 04:08:58 AM,320,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9375.0,160.0,220.6173157302028,316.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,32,64,3124.9999999999995,6249.999999999999,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26064,20272,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
59.166.0.0-149.171.126.4-38601-80-6,59.166.0.0,38601,149.171.126.4,80,6,22/01/2015 04:46:13 PM,380,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7894.736842105262,190.0,265.87214972614186,378.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,32,64,2631.578947368421,5263.157894736842,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,11584,8688,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
59.166.0.7-149.171.126.2-1877-6881-6,59.166.0.7,1877,149.171.126.2,6881,6,22/01/2015 05:24:58 PM,16523,14,15,700.0,700.0,277.0,0.0,49.99999999999999,99.13316607162618,277.0,0.0,46.66666666666666,96.39551461606104,84730.37583973855,1755.1292138231556,590.1071428571429,1156.135719935187,4691.0,1.0,16160.0,1243.076923076923,1944.7439617911343,4691.0,2.0,16050.0,1146.4285714285716,2151.333350927556,7195.0,1.0,0,0,0,0,456,488,847.3037583973855,907.8254554257702,0.0,277.0,46.66666666666666,94.7189429888211,8971.67816091954,1,4,0,12,27,0,0,0,1.0,48.27586206896552,50.0,46.66666666666666,0,0,0,1400,12,127912,0,0,0,0,5792,10136,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
59.166.0.4-149.171.126.3-55811-5190-6,59.166.0.4,55811,149.171.126.3,5190,6,22/01/2015 03:51:43 PM,3812,10,9,404.0,1630.0,156.0,0.0,40.400000000000006,62.487687676142336,777.0,0.0,181.11111111111111,338.01162866255225,533578.1741867786,4984.260230849948,211.77777777777777,266.86426502571004,808.0,3.0,2637.0,293.0,374.8539715675959,784.0,3.0,3222.0,402.75,473.846494130747,1081.0,5.0,0,0,0,0,328,296,2623.294858342077,2360.96537250787,0.0,777.0,101.7,235.5097718388325,55464.85263157894,1,4,0,12,17,0,0,0,0.0,107.05263157894736,40.4,181.11111111111111,0,0,0,2034,12,851402,0,0,0,0,5792,10136,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
59.166.0.8-149.171.126.6-31847-6881-6,59.166.0.8,31847,149.171.126.6,6881,6,17/02/2015 11:05:52 PM,193389,14,15,700.0,700.0,277.0,0.0,49.99999999999999,99.13316607162618,277.0,0.0,46.66666666666666,96.39551461606104,7239.294892677453,149.9568227768901,6906.75,13460.305950033917,42681.0,1.0,189133.0,14548.692307692309,28965.164748322004,83375.0,1.0,192898.0,13778.42857142857,22285.026755525905,59467.0,1.0,0,0,0,0,456,488,72.39294892677454,77.56387385011557,0.0,277.0,46.66666666666666,94.71894298882108,8971.678160919539,1,4,0,12,27,0,0,0,1.0,48.27586206896552,50.0,46.66666666666666,0,0,0,1400,12,7770,0,0,0,0,5792,10136,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
59.166.0.8-149.171.126.8-65025-53-17,59.166.0.8,65025,149.171.126.8,53,17,22/01/2015 10:25:32 AM,1079,2,2,90.0,122.0,45.0,45.0,45.0,0.0,61.0,61.0,61.0,0.0,196478.2205746061,3707.136237256719,359.66666666666663,606.5083126663092,1060.0,8.0,11.0,11.0,0.0,11.0,11.0,8.0,8.0,0.0,8.0,8.0,0,0,0,0,16,16,1853.56811862836,1853.56811862836,45.0,61.0,51.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,64.25,45.0,61.0,0,0,0,212,4,196478,0,0,0,0,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
59.166.0.2-149.171.126.3-24268-111-17,59.166.0.2,24268,149.171.126.3,111,17,18/02/2015 12:49:01 AM,502294,4,4,456.0,200.0,114.0,114.0,114.0,0.0,52.0,48.0,50.0,2.309401076758502,1306.0080351348015,15.92692725774148,71756.28571428572,170080.78006319454,456563.0,1.0,486934.0,162311.3333333333,281127.14585100696,486929.0,2.0,471927.0,157309.0,272461.9843427703,471921.0,1.0,0,0,0,0,32,32,7.96346362887074,7.96346362887074,48.0,114.0,85.55555555555556,33.76059504478228,1139.7777777777778,0,0,0,0,0,0,0,0,1.0,96.25,114.0,50.0,0,0,0,656,8,1306,0,0,0,0,0,0,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
59.166.0.4-149.171.126.3-39389-25-6,59.166.0.4,39389,149.171.126.3,25,6,22/01/2015 12:52:30 PM,21231,50,39,34520.0,1188.0,1448.0,0.0,690.3999999999999,718.1857527897668,287.0,0.0,30.461538461538467,65.51570569190027,1681880.2694173614,4191.983420470067,241.2613636363636,437.7091748049885,1927.0,1.0,19940.0,406.938775510204,602.2878398297635,2009.0,1.0,20676.0,544.1052631578948,922.524204310715,3395.0,2.0,0,0,0,0,1608,1256,2355.0468654326223,1836.9365550374453,0.0,1448.0,396.7555555555557,628.3409993670977,394812.41148564295,1,4,0,36,87,0,0,0,0.0,401.2134831460674,690.4,30.46153846153846,0,0,0,35708,48,1832871,0,0,0,0,5792,30408,34,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
59.166.0.8-149.171.126.3-18551-36026-6,59.166.0.8,18551,149.171.126.3,36026,6,22/01/2015 11:19:37 AM,57146,46,45,454.0,27880.0,66.0,0.0,9.869565217391305,19.65548687392932,1300.0,0.0,619.5555555555555,632.8277647179996,495817.7300248486,1592.4124173170476,634.9555555555557,1398.6865018962494,7942.0,1.0,55042.0,1223.155555555555,2330.511063299554,9633.0,1.0,56652.0,1287.5454545454545,2407.9775307472264,9065.0,1.0,0,0,0,0,1480,1448,804.955727434991,787.4566898820565,0.0,1300.0,307.97826086956525,536.4673003617105,287797.16435738176,1,4,0,44,89,0,0,0,0.0,311.3626373626374,9.869565217391305,619.5555555555555,0,0,0,28334,44,512906,0,0,0,0,5792,14480,12,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
59.166.0.6-149.171.126.1-1172-51118-6,59.166.0.6,1172,149.171.126.1,51118,6,17/02/2015 09:09:16 PM,13312,32,33,454.0,11620.0,66.0,0.0,14.187500000000002,22.3064253725967,1300.0,0.0,352.12121212121224,552.4955745057918,907001.201923077,4882.8125,208.0,359.10625389611585,1873.0,1.0,12368.0,398.96774193548384,622.2453687451047,2314.0,1.0,12687.0,396.46875000000006,643.5119862219275,2126.0,1.0,0,0,0,0,1032,1064,2403.846153846154,2478.966346153846,0.0,1300.0,182.9393939393939,423.7696717934576,179580.7347319348,1,4,0,32,63,0,0,0,1.0,185.75384615384613,14.1875,352.1212121212121,0,0,0,12074,32,1008772,0,0,0,0,5792,14480,12,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
59.166.0.8-149.171.126.1-50431-29297-6,59.166.0.8,50431,149.171.126.1,29297,6,17/02/2015 11:24:13 PM,317,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9463.72239747634,158.5,221.32442251138937,315.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,32,64,3154.5741324921137,6309.148264984227,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,20272,14480,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
59.166.0.1-149.171.126.8-27416-26127-6,59.166.0.1,27416,149.171.126.8,26127,6,22/01/2015 08:43:29 AM,489,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6134.969325153375,244.5,338.70414818835627,484.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0,0,0,0,32,64,2044.989775051125,4089.97955010225,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,14480,14480,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
59.166.0.5-149.171.126.5-44731-26116-6,59.166.0.5,44731,149.171.126.5,26116,6,22/01/2015 11:50:59 AM,345,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8695.652173913044,172.5,236.88077169749343,340.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0,0,0,0,32,64,2898.550724637681,5797.101449275363,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,7240,5792,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
59.166.0.8-149.171.126.1-49594-80-6,59.166.0.8,49594,149.171.126.1,80,6,18/02/2015 06:00:44 AM,317,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9463.72239747634,158.5,218.4959953866432,313.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,32,64,3154.5741324921137,6309.148264984227,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,10136,8688,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
59.166.0.5-149.171.126.6-53135-50917-6,59.166.0.5,53135,149.171.126.6,50917,6,18/02/2015 06:19:06 AM,15018,40,39,454.0,23568.0,66.0,0.0,11.35,20.70123246671622,1300.0,0.0,604.3076923076923,637.4192272398603,1599547.210014649,5260.354241576774,192.5384615384615,312.32707183367853,1655.0,0.0,13267.0,340.1794871794872,487.9528596620392,1931.0,0.0,14502.0,381.6315789473685,529.7037122388343,2039.0,1.0,0,0,0,0,1288,1256,2663.470502064189,2596.8837395125847,0.0,1300.0,300.2749999999999,533.5634676874279,284689.9740506329,1,4,0,40,77,0,0,0,0.0,304.0759493670886,11.35,604.3076923076923,0,0,0,24022,40,1840484,0,0,0,0,5792,14480,12,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
